Domian;Phylum;Class;Order;Family;Genus;Species;MP288;MP289;MP290;MP291;MP292;MP293;MP294;MP295;MP296;MP297;MP298;MP299;MP300;MP301;MP302;MP303;MP304;MP305;MP306;MP307;total
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae_R-7_group;;608;587;874;1165;683;395;122;261;119;229;616;682;147;255;79;116;384;317;390;15;8044
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Virgibacillus;;1308;117;0;304;182;84;2506;335;0;305;108;318;0;52;498;0;88;302;0;0;6507
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes;uncultured_bacterium;60;796;742;232;135;154;114;436;20;171;314;0;424;620;584;294;0;0;0;0;5096
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Proteiniclasticum;;550;346;703;546;308;520;68;139;218;152;86;0;45;413;0;77;0;215;365;0;4751
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;;0;0;127;21;2788;0;0;94;0;352;0;0;0;0;451;0;0;320;0;0;4153
Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;;0;0;544;39;0;0;54;198;0;287;75;0;196;326;585;0;0;710;0;0;3014
Bacteria;Firmicutes;Bacilli;Bacillales;;;;239;63;0;0;49;0;954;8;0;0;890;0;88;105;92;39;152;0;144;0;2823
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina;uncultured_Firmicutes;147;375;134;335;351;0;0;292;133;81;0;162;480;53;0;56;84;0;0;0;2683
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_13;;144;37;0;36;0;290;0;0;653;425;0;168;0;78;0;250;0;0;108;473;2662
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Erysipelothrix;uncultured_bacterium;63;242;166;327;65;0;0;735;13;139;89;154;93;34;0;121;102;254;0;0;2597
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus_thermoamylovorans;0;70;0;0;55;43;32;0;0;75;0;255;50;42;165;0;327;506;507;0;2127
Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Acetobacterium;;121;275;129;97;188;0;0;246;0;110;0;0;183;198;0;0;0;378;45;0;1970
Bacteria;Firmicutes;Bacilli;Bacillales;Marinococcaceae;Natribacillus;uncultured_bacterium;369;0;61;0;0;0;1274;0;0;111;0;0;0;0;0;0;0;0;66;0;1881
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;;;0;27;0;0;1189;0;0;0;0;0;0;304;0;0;0;0;176;84;0;0;1780
Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;Desulfonispora;Desulfonispora_thiosulfatigenes;0;245;117;17;132;0;0;246;0;151;65;75;37;152;126;0;0;0;0;0;1363
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridiaceae;uncultured_bacterium;41;136;95;109;63;0;0;0;0;0;0;0;0;364;0;252;193;0;0;0;1253
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Ammoniphilus;;247;0;0;0;0;0;284;141;0;0;0;0;0;43;369;0;0;162;0;0;1246
Bacteria;Firmicutes;Bacilli;Staphylococcales;Gemellaceae;Gemella;;0;0;0;0;1164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1164
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium;;85;213;65;170;160;0;0;0;72;187;0;167;0;0;0;0;0;0;0;0;1119
Bacteria;Firmicutes;Bacilli;Lactobacillales;;;;0;0;0;0;1105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1105
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus;;0;0;0;63;89;0;0;139;0;58;146;95;0;97;0;169;0;0;231;0;1087
Bacteria;Firmicutes;Limnochordia;Limnochordales;Limnochordaceae;Limnochordaceae;;0;0;0;0;240;0;13;0;0;0;614;0;95;60;0;0;0;28;0;0;1050
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Alkalibacillus;;0;0;0;0;94;0;538;160;0;72;0;0;0;185;0;0;0;0;0;0;1049
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;;;67;10;107;90;43;128;0;0;96;166;177;0;0;113;0;0;0;0;0;0;997
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina;;0;113;0;93;0;0;0;64;0;0;0;0;28;0;452;151;0;36;0;23;960
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Anaerovorax;;54;61;0;209;99;138;0;185;0;52;0;0;0;64;0;24;0;0;0;0;886
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcales-Tissierellales;Soehngenia;;0;77;98;107;68;177;20;0;0;0;0;156;43;0;0;0;0;0;97;0;843
Bacteria;Firmicutes;Bacilli;Bacillales;Marinococcaceae;Natribacillus;Natribacillus_halophilus;0;0;0;0;0;0;396;0;0;0;0;0;0;72;28;95;0;160;0;0;751
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_3;iron-reducing_bacterium;59;0;0;51;0;0;0;0;0;0;0;0;0;97;261;71;0;0;126;26;691
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Pseudogracilibacillus;;36;31;0;0;32;0;150;0;0;189;0;166;64;0;0;0;0;0;0;0;668
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Lacticigenium;uncultured_bacterium;38;0;67;0;0;150;0;105;0;0;0;0;0;0;0;0;0;290;0;0;650
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Oribacterium;;0;0;0;0;534;0;0;0;0;0;0;101;0;0;0;0;0;0;0;0;635
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;;67;0;0;0;0;181;186;133;0;60;0;0;0;0;0;0;0;0;0;0;627
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_prokaryote;0;107;0;0;0;0;0;4;0;232;0;0;16;69;0;42;135;0;0;0;605
Bacteria;Firmicutes;Bacilli;;;;;54;0;0;40;289;0;118;0;0;0;77;0;0;0;0;0;0;0;0;0;578
Bacteria;Firmicutes;Clostridia;Eubacteriales;Garciellaceae;Irregularibacter;uncultured_bacterium;0;114;0;0;81;0;0;0;0;61;0;0;156;77;0;0;0;0;88;0;577
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Peptostreptococcus;;0;52;0;0;482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;534
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella;;0;0;0;0;478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;478
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;uncultured_bacterium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456;0;0;456
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;;0;0;0;0;0;0;120;0;0;0;0;0;0;37;0;0;252;0;0;33;442
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;;;0;101;0;0;181;0;0;0;41;0;0;0;0;99;0;0;0;0;0;0;422
Bacteria;Firmicutes;Bacilli;Staphylococcales;Gemellaceae;Gemella;Gemella_sanguinis;0;0;0;0;410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;410
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcales-Tissierellales;Parvimonas;;0;0;0;0;396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;396
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Erysipelothrix;uncultured_Firmicutes;0;0;32;59;0;0;0;0;42;115;55;0;91;0;0;0;0;0;0;0;394
Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Acetobacterium;Acetobacterium_bakii;0;0;0;75;0;0;0;149;0;66;0;0;0;97;0;0;0;0;0;0;387
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;uncultured;uncultured_bacterium;0;0;0;35;0;0;0;0;0;0;0;193;62;86;0;0;0;0;0;0;376
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcales-Tissierellales;Guggenheimella;uncultured_bacterium;0;0;0;37;0;0;0;0;0;158;0;0;0;76;0;87;0;0;0;0;358
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Fusibacteraceae;Fusibacter;Fusibacter_tunisiensis;19;35;85;140;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;356
Bacteria;Firmicutes;Bacilli;Bacillales;Marinococcaceae;Natribacillus;Ruegeria_sp.;0;0;0;0;0;0;198;73;0;79;0;0;0;0;0;0;0;0;0;0;350
Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;Clostridiales_bacterium;0;0;0;0;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Acetoanaerobium;;52;0;0;94;0;0;0;84;0;0;0;0;0;113;0;0;0;0;0;0;343
Bacteria;Firmicutes;BRH-c20a;BRH-c20a;BRH-c20a;BRH-c20a;uncultured_bacterium;71;49;0;0;0;0;97;0;0;0;0;0;123;0;0;0;0;0;0;0;340
Bacteria;Firmicutes;Clostridia;Clostridiales;uncultured;uncultured;uncultured_Bacillus;0;0;0;0;0;0;0;215;0;119;0;0;0;0;0;0;0;0;0;0;334
Bacteria;Firmicutes;Clostridia;;;;;41;0;0;41;93;0;0;0;0;0;0;135;0;0;0;0;0;0;0;0;310
Bacteria;Firmicutes;Clostridia;Lachnospirales;Defluviitaleaceae;Defluviitaleaceae_UCG-011;microbial_mat;25;68;0;13;0;30;0;0;0;92;0;0;0;80;0;0;0;0;0;0;308
Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;Desulfitobacteriaceae;Desulfosporosinus;;16;0;89;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;166;281
Bacteria;Firmicutes;Limnochordia;Limnochordales;Limnochordaceae;Limnochordaceae;uncultured_bacterium;0;0;0;0;0;0;0;0;0;0;277;0;0;0;0;0;0;0;0;0;277
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205;58;0;0;0;0;263
Bacteria;Firmicutes;Clostridia;Clostridia;Hungateiclostridiaceae;;;52;25;0;0;46;0;0;0;0;0;0;0;0;58;0;0;0;0;75;0;256
Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae;Brochothrix;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;245;0;0;0;245
Bacteria;Firmicutes;Clostridia;Caldicoprobacterales;Caldicoprobacteraceae;Caldicoprobacter;;0;44;0;0;0;0;0;123;0;0;0;0;0;74;0;0;0;0;0;0;241
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcales-Tissierellales;Alkaliphilus;uncultured_bacterium;10;0;153;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225;0;0;225
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;uncultured;uncultured_bacterium;14;0;0;0;0;211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;;;0;0;215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]_coprostanoligenes_group;[Eubacterium]_coprostanoligenes_group;;18;16;0;0;60;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;206
Bacteria;Firmicutes;;;;;;24;0;0;0;96;0;0;0;0;0;0;0;52;0;0;0;0;0;0;28;200
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_7;;0;0;0;0;0;0;0;0;0;0;136;0;0;0;0;0;0;0;0;59;195
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;UCG-010;uncultured_eubacterium;17;0;0;78;0;0;0;0;10;0;0;0;0;83;0;0;0;0;0;0;188
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcales-Tissierellales;Finegoldia;uncultured_bacterium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181;0;0;0;0;0;181
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;;0;0;0;0;0;0;0;0;0;0;178;0;0;0;0;0;0;0;0;0;178
Bacteria;Firmicutes;Clostridia;Lachnospirales;;;;0;0;0;0;148;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;177
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;;;0;0;0;0;0;0;0;0;0;0;0;171;0;0;0;0;0;0;0;0;171
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes;;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;109;0;0;171
Bacteria;Firmicutes;Clostridia;Caldicoprobacterales;Caldicoprobacteraceae;Caldicoprobacter;uncultured_bacterium;10;0;0;75;0;0;0;0;0;0;0;0;0;86;0;0;0;0;0;0;171
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Fusibacteraceae;Fusibacter;uncultured_prokaryote;0;0;0;0;0;0;0;0;0;0;0;0;0;170;0;0;0;0;0;0;170
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus_phoenicis;0;0;0;0;0;0;0;0;0;0;98;0;0;62;0;0;0;0;0;0;160
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister;uncultured_Veillonellaceae;0;0;0;0;154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Solibacillus;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;0;0;154
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcales-Tissierellales;Peptoniphilus;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153;0;0;0;0;0;153
Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;unidentified;0;0;0;0;0;0;0;0;0;0;0;152;0;0;0;0;0;0;0;0;152
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcales-Tissierellales;Tissierella;Tissierella_sp.;0;73;0;0;0;0;0;0;0;69;0;0;0;0;0;0;0;0;0;0;142
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus]_gnavus_group;;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;99;0;0;0;0;141
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Chryseomicrobium;;0;0;0;0;0;0;0;0;0;0;137;0;0;0;0;0;0;0;0;0;137
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_1;Clostridium_gasigenes;0;0;0;0;0;0;0;0;33;0;0;0;0;104;0;0;0;0;0;0;137
Bacteria;Firmicutes;Clostridia;Clostridia;Hungateiclostridiaceae;uncultured;uncultured_Saccharofermentans;72;0;0;0;0;0;38;0;0;0;0;0;0;24;0;0;0;0;0;0;134
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Mogibacterium;;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Anaerovorax;uncultured_bacterium;20;24;0;0;18;0;0;50;13;0;0;0;0;0;0;0;0;0;0;0;125
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Romboutsia;;0;0;0;0;0;0;0;0;0;0;61;57;0;0;0;0;0;0;0;0;118
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_12;uncultured_Firmicutes;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;59;117
Bacteria;Firmicutes;Bacilli;Bacillales;Marinococcaceae;;;29;0;0;0;0;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;115
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tyzzerella;[Clostridium]_colinum;15;37;0;0;36;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;99
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Solobacterium;uncultured_organism;0;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95
Bacteria;Firmicutes;Clostridia;Clostridia;Hungateiclostridiaceae;Saccharofermentans;;0;30;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94
Bacteria;Firmicutes;Bacilli;Staphylococcales;Gemellaceae;Gemella;uncultured_bacterium;0;0;0;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92
Bacteria;Firmicutes;Bacilli;Bacillales;Marinococcaceae;Alteribacillus;;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;88
Bacteria;Firmicutes;Clostridia;Clostridia;Hungateiclostridiaceae;uncultured;;0;23;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;85
Bacteria;Firmicutes;Bacilli;Bacillales;Marinococcaceae;Geomicrobium;Geomicrobium_halophilum;0;0;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;84
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Piscibacillus;;16;0;0;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;81
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;;0;0;0;0;0;0;0;0;0;0;0;0;79;0;0;0;0;0;0;0;79
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium]_hallii_group;;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;77
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;76
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium;;0;0;0;0;0;0;0;0;0;0;0;0;74;0;0;0;0;0;0;0;74
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;[Eubacterium]_nodatum_group;;0;0;0;0;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71
Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus;;0;0;0;44;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_9;uncultured_Clostridiales;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;70
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Johnsonella;Johnsonella_ignava;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Stomatobaculum;;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;;;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;62
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Gracilibacillus;;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;59
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Pelosinus;;0;0;0;0;0;0;0;0;0;0;0;0;18;0;40;0;0;0;0;0;58
Bacteria;Firmicutes;Bacilli;Bacillales;Salisediminibacteriaceae;;;28;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;40
Bacteria;Firmicutes;Bacilli;RF39;RF39;RF39;uncultured_bacterium;0;0;0;21;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;40
Bacteria;Firmicutes;Clostridia;Clostridia;Hungateiclostridiaceae;HN-HF0106;uncultured_Firmicutes;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcales-Tissierellales;Anaerococcus;;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;37
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;uncultured;Mitsuokella_sp.;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;35
Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;Desulfitobacteriales;TC1;Clostridiales_bacterium;10;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Sedimentibacteraceae;Sedimentibacter;;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34
Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Salinicoccus;uncultured_bacterium;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;33
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31
Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;uncultured;uncultured_organism;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus;;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;31
Bacteria;Firmicutes;Clostridia;Clostridia;Hungateiclostridiaceae;Fastidiosipila;uncultured_bacterium;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;uncultured;uncultured_bacterium;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25
Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;;;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;21
Bacteria;Firmicutes;Bacilli;Thermicanales;Thermicanaceae;Thermicanus;;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;20
Bacteria;Firmicutes;Bacilli;Lactobacillales;Catellicoccaceae;Catellicoccus;Catellicoccus_marimammalium;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Family_XIII_AD3011_group;uncultured_rumen;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;;17;0;0;57;1363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1437
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;;0;0;0;0;856;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;862
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;uncultured_bacterium;0;0;0;0;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;;;;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;;;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;;336;260;30;272;198;300;44;44;364;390;707;210;188;717;315;568;398;0;84;225;5650
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;;;235;103;355;323;196;244;0;308;906;66;706;543;128;155;267;160;0;195;0;461;5351
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;Gemmatimonadetes_bacterium;278;80;224;82;177;354;17;0;1204;250;338;0;130;0;233;122;464;0;139;0;4092
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;;0;40;0;105;138;0;102;0;55;0;150;0;46;88;0;139;41;0;225;1800;2929
Bacteria;Gemmatimonadota;S0134_terrestrial_group;S0134_terrestrial_group;S0134_terrestrial_group;S0134_terrestrial_group;uncultured_bacterium;123;8;106;0;0;0;432;0;0;67;0;35;0;67;0;0;0;0;0;0;838
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;uncultured_Gemmatimonas;42;65;0;56;0;186;0;280;0;0;0;0;0;0;0;0;0;0;83;0;712
Bacteria;Gemmatimonadota;;;;;;0;0;0;0;0;0;106;0;0;0;75;0;0;0;407;0;0;0;0;0;588
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;uncultured_Gemmatimonadaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;156;0;0;0;0;140;296
Bacteria;Gemmatimonadota;Longimicrobia;Longimicrobiales;Longimicrobiaceae;Longimicrobiaceae;uncultured_bacterium;0;0;0;0;0;0;240;0;0;0;0;0;0;0;0;0;0;0;0;0;240
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;uncultured_proteobacterium;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;159;202
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;uncultured_Nitrospira;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;183
Bacteria;Gemmatimonadota;S0134_terrestrial_group;S0134_terrestrial_group;S0134_terrestrial_group;S0134_terrestrial_group;;0;0;0;0;0;0;0;181;0;0;0;0;0;0;0;0;0;0;0;0;181
